id_orden,fecha,producto,categoria,precio_unitario,cantidad,canal,ciudad,metodo_pago,total_venta,fecha_str
4013,2024-07-30,Jean slim,Ropa,44327.68,1.0,MercadoLibre,Rosario,Transferencia,44327.68,30/07/2024
4014,2024-03-11,Medias pack x3,Accesorios,7829.67,3.0,Shopify,Lima,Tarjeta débito,23489.010000000002,11/03/2024
4015,2024-11-18,Jean slim,Ropa,44254.11,2.0,MercadoLibre,Mar del Plata,Transferencia,88508.22,18/11/2024
4016,2024-04-28,Gorra snapback,Accesorios,18944.0,3.0,Tiendanube,Ciudad de México,Tarjeta débito,56832.0,28/04/2024
4017,2024-02-04,Medias pack x3,Accesorios,7846.53,1.0,WooCommerce,Bogotá,Tarjeta débito,7846.53,fecha_invalida
4018,2024-12-28,Zapatillas running,Calzado,92967.56,4.0,MercadoLibre,Buenos Aires,Transferencia,371870.24,28/12/2024
4019,2024-03-18,Vestido floral,Ropa,36887.45,4.0,WooCommerce,Mendoza,Tarjeta crédito,147549.8,18/03/2024
4020,2024-01-05,Jean slim,Ropa,47748.34,1.0,WooCommerce,Lima,Efectivo,47748.34,05/01/2024
4021,2024-04-21,Gorra snapback,Accesorios,19709.95,2.0,Tiendanube,Ciudad de México,Tarjeta débito,39419.9,21/04/2024
4022,2024-09-15,Buzo hoodie,Ropa,57937.53,4.0,Tiendanube,Buenos Aires,Tarjeta débito,231750.12,15/09/2024
4023,2024-08-21,Cinturón cuero,Accesorios,22597.4,5.0,Shopify,Madrid,Tarjeta crédito,112987.0,21/08/2024
4024,2024-07-10,Zapatillas running,Calzado,88473.76,4.0,Tiendanube,Buenos Aires,Tarjeta débito,353895.04,10/07/2024
4025,2024-01-31,Buzo hoodie,Ropa,51794.7,5.0,MercadoLibre,Santiago,Transferencia,258973.5,31/01/2024
4026,2024-11-12,Vestido floral,Ropa,39646.71,1.0,Shopify,Buenos Aires,Efectivo,39646.71,12/11/2024
4027,2024-11-22,Vestido floral,Ropa,36440.46,1.0,MercadoLibre,Mendoza,Tarjeta débito,36440.46,22/11/2024
4028,2024-12-07,Jean slim,Ropa,43861.28,4.0,WooCommerce,Buenos Aires,Transferencia,175445.12,07/12/2024
4029,2024-11-11,Zapatillas running,Calzado,81971.38,3.0,Tiendanube,Bogotá,Tarjeta débito,245914.14,11/11/2024
4030,2024-09-04,Zapatillas running,Calzado,89945.64,-1.0,MercadoLibre,Córdoba,Tarjeta crédito,449728.2,04/09/2024
4031,2024-12-03,Buzo hoodie,Ropa,53082.54,2.0,MercadoLibre,Santiago,Tarjeta crédito,106165.08,03/12/2024
4032,2024-09-06,Cinturón cuero,Accesorios,25299.86,4.0,MercadoLibre,Mendoza,Tarjeta débito,101199.44,06/09/2024
4033,2024-01-09,Campera impermeable,Ropa,67672.11,2.0,WooCommerce,Bogotá,Tarjeta débito,135344.22,09/01/2024
4034,2024-01-04,Buzo hoodie,Ropa,51864.78,4.0,WooCommerce,Buenos Aires,Tarjeta débito,207459.12,04/01/2024
4035,2024-09-29,Vestido floral,Ropa,38022.37,3.0,MercadoLibre,Madrid,Tarjeta crédito,114067.11000000002,29/09/2024
4036,2024-10-09,Remera básica,Ropa,16069.21,3.0,Shopify,Bogotá,Transferencia,48207.63,09/10/2024
4037,2024-07-29,Jean slim,Ropa,41461.51,3.0,Tiendanube,Ciudad de México,Tarjeta crédito,124384.53,29/07/2024
4038,2024-01-07,Campera impermeable,Ropa,68301.18,3.0,MercadoLibre,Rosario,Tarjeta débito,204903.53999999998,07/01/2024
4039,2024-01-09,Buzo hoodie,Ropa,53080.31,1.0,Shopify,Buenos Aires,Efectivo,53080.31,09/01/2024
4040,2024-09-28,Buzo hoodie,Ropa,54776.51,1.0,MercadoLibre,Madrid,Transferencia,54776.51,28/09/2024
4041,2024-05-20,Medias pack x3,Accesorios,8354.02,5.0,MercadoLibre,Rosario,Tarjeta crédito,41770.100000000006,20/05/2024
4042,2024-10-01,Medias pack x3,Accesorios,7951.79,2.0,Shopify,Bogotá,Tarjeta crédito,15903.58,01/10/2024
4043,2024-05-26,Medias pack x3,Accesorios,8753.81,4.0,MercadoLibre,Madrid,Tarjeta crédito,35015.24,26/05/2024
4044,2024-01-09,Zapatillas running,Calzado,77282.0,4.0,Tiendanube,Mar del Plata,Tarjeta crédito,309128.0,09/01/2024
4045,2024-09-14,Remera básica,Ropa,15478.25,1.0,Shopify,Ciudad de México,Tarjeta crédito,15478.25,14/09/2024
4046,2024-12-23,Remera básica,Ropa,15563.4,4.0,MercadoLibre,Santiago,Tarjeta débito,62253.6,23/12/2024
4047,2024-12-11,Campera impermeable,Ropa,77887.98,1.0,Tiendanube,Mar del Plata,Tarjeta crédito,77887.98,11/12/2024
4048,2024-08-08,Zapatillas running,Calzado,84779.7,5.0,Tiendanube,Mar del Plata,Transferencia,423898.5,08/08/2024
4049,2024-04-01,Cinturón cuero,Accesorios,23900.71,2.0,Tiendanube,Mendoza,Transferencia,47801.42,01/04/2024
4050,2024-02-24,Cinturón cuero,Accesorios,25533.52,5.0,Tiendanube,Lima,Tarjeta crédito,127667.6,24/02/2024
4051,2024-02-19,Cinturón cuero,Accesorios,24375.09,3.0,MercadoLibre,Madrid,Transferencia,73125.27,19/02/2024
4052,2024-09-25,Cinturón cuero,Accesorios,23007.2,3.0,Shopify,Mar del Plata,Efectivo,69021.6,25/09/2024
4053,2024-03-17,Short deportivo,Ropa,22614.37,3.0,MercadoLibre,Córdoba,Efectivo,67843.11,17/03/2024
4054,2024-05-03,Medias pack x3,Accesorios,7641.67,5.0,Shopify,Madrid,Tarjeta débito,38208.35,03/05/2024
4055,2024-04-08,Remera básica,Ropa,14608.35,4.0,Shopify,Rosario,Tarjeta crédito,58433.4,08/04/2024
4056,2024-11-13,Zapatillas running,Calzado,92201.3,2.0,Tiendanube,Mar del Plata,Tarjeta crédito,184402.6,13/11/2024
4057,2024-09-26,Buzo hoodie,Ropa,50721.34,3.0,WooCommerce,Madrid,Efectivo,152164.02,26/09/2024
4058,2024-05-09,Campera impermeable,Ropa,66733.7,3.0,Tiendanube,Bogotá,Tarjeta crédito,200201.09999999998,09/05/2024
4059,2024-06-30,Campera impermeable,Ropa,75597.5,3.0,Tiendanube,Mendoza,Tarjeta débito,226792.5,30/06/2024
4060,2024-05-16,Campera impermeable,Ropa,69473.46,2.0,Shopify,Madrid,Transferencia,138946.92,16/05/2024
4061,2024-07-22,Cinturón cuero,Accesorios,26376.21,3.0,Shopify,Madrid,Tarjeta crédito,79128.63,22/07/2024
4062,2024-02-10,Short deportivo,Ropa,21620.62,2.0,Shopify,Mar del Plata,Efectivo,43241.24,10/02/2024
4063,2024-07-10,Short deportivo,Ropa,20467.8,3.0,Shopify,Lima,Tarjeta crédito,61403.399999999994,10/07/2024
4064,2024-07-26,Zapatillas running,Calzado,79057.13,5.0,MercadoLibre,Rosario,Efectivo,395285.65,26/07/2024
4065,2024-08-23,Short deportivo,Ropa,21114.96,5.0,WooCommerce,Mar del Plata,Tarjeta crédito,105574.79999999999,23/08/2024
4066,2024-10-16,Cinturón cuero,Accesorios,23499.97,2.0,Tiendanube,Buenos Aires,Tarjeta débito,46999.94,16/10/2024
4067,2024-05-04,Gorra snapback,Accesorios,16516.82,5.0,MercadoLibre,Santiago,Transferencia,82584.1,04/05/2024
4068,2024-12-22,Jean slim,Ropa,42707.04,2.0,WooCommerce,Rosario,Transferencia,85414.08,22/12/2024
4069,2024-04-25,Campera impermeable,Ropa,73047.36,5.0,MercadoLibre,Santiago,Tarjeta débito,365236.8,25/04/2024
4070,2024-06-02,Short deportivo,Ropa,23156.26,5.0,Shopify,Bogotá,Tarjeta débito,115781.29999999999,02/06/2024
4071,2024-12-16,Jean slim,Ropa,42846.47,2.0,MercadoLibre,Rosario,Tarjeta crédito,85692.94,16/12/2024
4072,2024-02-11,Jean slim,Ropa,45279.25,4.0,Shopify,Santiago,Tarjeta débito,181117.0,11/02/2024
4073,2024-11-30,Remera básica,Ropa,14374.26,5.0,MercadoLibre,Rosario,Tarjeta crédito,71871.3,30/11/2024
4074,2024-11-28,Jean slim,Ropa,40696.67,3.0,Shopify,Santiago,Efectivo,122090.01,28/11/2024
4075,2024-01-17,Gorra snapback,Accesorios,18979.56,4.0,MercadoLibre,Ciudad de México,Tarjeta débito,75918.24,17/01/2024
4076,2024-02-17,Gorra snapback,Accesorios,16444.81,2.0,MercadoLibre,Bogotá,Efectivo,32889.62,17/02/2024
4077,2024-07-26,Medias pack x3,Accesorios,8457.44,4.0,MercadoLibre,Ciudad de México,Tarjeta crédito,33829.76,26/07/2024
4078,2024-07-13,Cinturón cuero,Accesorios,26057.01,1.0,MercadoLibre,Madrid,Transferencia,26057.01,13/07/2024
4079,2024-07-12,Zapatillas running,Calzado,81837.34,1.0,Tiendanube,Ciudad de México,Tarjeta crédito,81837.34,12/07/2024
4080,2024-10-09,Gorra snapback,Accesorios,19272.36,5.0,Shopify,Madrid,Tarjeta débito,96361.8,09/10/2024
4081,2024-08-31,Buzo hoodie,Ropa,59456.14,5.0,Tiendanube,Santiago,Tarjeta débito,297280.7,31/08/2024
4082,2024-01-29,Medias pack x3,Accesorios,7913.34,3.0,MercadoLibre,Buenos Aires,Transferencia,23740.02,29/01/2024
4083,2024-11-22,Zapatillas running,Calzado,91537.95,4.0,MercadoLibre,Santiago,Efectivo,366151.8,22/11/2024
4084,2024-01-05,,Ropa,67451.62,1.0,MercadoLibre,Ciudad de México,Tarjeta débito,67451.62,05/01/2024
4085,2024-12-25,Gorra snapback,Accesorios,17885.98,5.0,WooCommerce,Mar del Plata,Tarjeta crédito,89429.9,25/12/2024
4086,2024-03-28,Campera impermeable,Ropa,71435.57,4.0,Tiendanube,Santiago,Tarjeta crédito,285742.28,28/03/2024
4087,2024-02-12,Cinturón cuero,Accesorios,24165.06,5.0,Shopify,Bogotá,Tarjeta crédito,120825.3,12/02/2024
4088,2024-09-12,Medias pack x3,Accesorios,8284.27,5.0,Shopify,Mendoza,Tarjeta débito,41421.350000000006,12/09/2024
4089,2024-08-10,Jean slim,Ropa,46836.54,1.0,MercadoLibre,Mendoza,Transferencia,46836.54,10/08/2024
4090,2024-11-26,Gorra snapback,Accesorios,17119.29,1.0,MercadoLibre,Madrid,Transferencia,17119.29,26/11/2024
4091,2024-06-18,Buzo hoodie,Ropa,57724.15,5.0,Shopify,Santiago,Tarjeta crédito,288620.75,18/06/2024
4092,2024-10-16,Medias pack x3,Accesorios,7237.02,2.0,MercadoLibre,Madrid,Tarjeta crédito,14474.04,16/10/2024
4093,2024-02-18,Remera básica,Ropa,13857.57,5.0,WooCommerce,Rosario,Transferencia,69287.85,18/02/2024
4094,2024-09-27,Jean slim,Ropa,44197.01,5.0,WooCommerce,Madrid,Tarjeta crédito,220985.05000000002,27/09/2024
4095,2024-01-22,Zapatillas running,Calzado,83237.24,3.0,Tiendanube,Ciudad de México,Tarjeta crédito,249711.72000000003,22/01/2024
4096,2024-04-27,Remera básica,Ropa,14959.07,3.0,Shopify,Mar del Plata,Tarjeta crédito,44877.21,27/04/2024
4097,2024-04-18,Zapatillas running,Calzado,77316.53,3.0,MercadoLibre,Rosario,Efectivo,231949.59,18/04/2024
4098,2024-12-20,Medias pack x3,Accesorios,8045.44,2.0,Tiendanube,Córdoba,Transferencia,16090.88,20/12/2024
4099,2024-10-17,Vestido floral,Ropa,41138.66,2.0,WooCommerce,Rosario,Tarjeta débito,82277.32,17/10/2024
4100,2024-08-31,Cinturón cuero,Accesorios,25061.31,5.0,Shopify,Santiago,,125306.55,31/08/2024
4101,2024-05-18,Cinturón cuero,Accesorios,22581.01,3.0,WooCommerce,Madrid,Tarjeta crédito,67743.03,18/05/2024
4102,2024-01-24,Remera básica,Ropa,14811.62,2.0,Shopify,Córdoba,Tarjeta crédito,29623.24,24/01/2024
4103,2024-02-08,Campera impermeable,Ropa,65262.01,1.0,Shopify,Córdoba,Transferencia,65262.01,08/02/2024
4104,2024-12-16,Medias pack x3,Accesorios,8006.74,5.0,MercadoLibre,Ciudad de México,Tarjeta crédito,40033.7,16/12/2024
4105,2024-05-23,Vestido floral,Ropa,40266.91,4.0,Shopify,Santiago,Tarjeta débito,161067.64,23/05/2024
4106,2024-10-05,Vestido floral,Ropa,40205.05,5.0,WooCommerce,Lima,Tarjeta débito,201025.25,05/10/2024
4107,2024-10-15,Gorra snapback,Accesorios,17971.23,0.0,MercadoLibre,Santiago,Transferencia,71884.92,15/10/2024
4108,2024-12-02,Gorra snapback,Accesorios,18269.34,3.0,MercadoLibre,Bogotá,Tarjeta débito,54808.020000000004,02/12/2024
4109,2024-01-17,Jean slim,Ropa,46209.36,4.0,Tiendanube,Bogotá,Tarjeta crédito,184837.44,17/01/2024
4110,2024-04-01,Remera básica,Ropa,15703.3,3.0,MercadoLibre,Lima,Transferencia,47109.899999999994,01/04/2024
4111,2024-06-10,Gorra snapback,Accesorios,18235.1,1.0,MercadoLibre,Mendoza,Tarjeta crédito,18235.1,10/06/2024
4112,2024-01-09,Jean slim,Ropa,49268.05,4.0,WooCommerce,Rosario,Transferencia,197072.2,09/01/2024
4113,2024-04-16,Jean slim,Ropa,47525.29,5.0,MercadoLibre,Lima,Tarjeta débito,237626.45,16/04/2024
4114,2024-10-27,Short deportivo,Ropa,22139.75,3.0,Tiendanube,Rosario,Tarjeta crédito,66419.25,27/10/2024
4115,2024-03-14,Zapatillas running,Calzado,90076.05,5.0,MercadoLibre,Buenos Aires,Tarjeta débito,450380.25,14/03/2024
4116,2024-12-30,Gorra snapback,Accesorios,19246.68,2.0,Shopify,Bogotá,Tarjeta débito,38493.36,30/12/2024
4117,2024-07-22,Short deportivo,Ropa,20186.01,3.0,MercadoLibre,Córdoba,Transferencia,60558.03,22/07/2024
4118,2024-02-09,Short deportivo,Ropa,23858.99,4.0,WooCommerce,Mar del Plata,Transferencia,95435.96,09/02/2024
4119,2024-06-02,Cinturón cuero,Accesorios,25550.16,3.0,Shopify,Ciudad de México,Tarjeta crédito,76650.48,02/06/2024
4120,2024-03-24,Short deportivo,Ropa,24168.98,5.0,Shopify,Lima,Tarjeta débito,120844.9,24/03/2024
4121,2024-10-15,Short deportivo,Ropa,23108.39,1.0,Tiendanube,Madrid,Tarjeta crédito,23108.39,15/10/2024
4122,2024-05-03,Vestido floral,Ropa,40030.08,3.0,Shopify,Córdoba,Efectivo,120090.24,03/05/2024
4123,2024-10-17,Remera básica,Ropa,14792.84,,Tiendanube,Córdoba,Tarjeta crédito,59171.36,17/10/2024
4124,2024-07-18,Medias pack x3,Accesorios,7642.98,2.0,Shopify,Santiago,Tarjeta crédito,15285.96,fecha_invalida
4125,2024-12-12,Buzo hoodie,Ropa,54464.17,1.0,MercadoLibre,Santiago,Tarjeta crédito,54464.17,12/12/2024
4126,2024-10-03,Gorra snapback,Accesorios,19369.95,2.0,MercadoLibre,Lima,Tarjeta débito,38739.9,03/10/2024
4127,2024-06-18,Remera básica,Ropa,15716.81,3.0,MercadoLibre,Lima,Tarjeta crédito,47150.43,18/06/2024
4128,2024-07-15,Buzo hoodie,Ropa,56654.88,5.0,MercadoLibre,Mendoza,,283274.39999999997,15/07/2024
4129,2024-03-12,Buzo hoodie,Ropa,50303.28,5.0,MercadoLibre,Madrid,Tarjeta crédito,251516.4,12/03/2024
4130,2024-12-18,Campera impermeable,Ropa,74128.89,4.0,Tiendanube,Lima,Tarjeta crédito,296515.56,18/12/2024
4131,2024-02-10,Short deportivo,Ropa,21295.16,5.0,MercadoLibre,Córdoba,Efectivo,106475.8,10/02/2024
4132,2024-09-13,Cinturón cuero,Accesorios,25138.57,1.0,WooCommerce,Mendoza,Transferencia,25138.57,13/09/2024
4133,2024-06-26,Gorra snapback,Accesorios,18693.31,5.0,MercadoLibre,Mar del Plata,Tarjeta crédito,93466.55,26/06/2024
4134,2024-01-28,Jean slim,Ropa,47881.88,4.0,Shopify,Santiago,Tarjeta débito,191527.52,28/01/2024
4135,2024-02-20,Remera básica,Ropa,14797.19,3.0,WooCommerce,Mar del Plata,Tarjeta débito,44391.57,20/02/2024
4136,2024-08-11,Gorra snapback,Accesorios,16277.34,3.0,Shopify,Madrid,Tarjeta crédito,48832.020000000004,11/08/2024
4137,2024-04-28,Buzo hoodie,Ropa,55822.12,5.0,Shopify,Ciudad de México,Tarjeta crédito,279110.60000000003,28/04/2024
4138,2024-02-08,Vestido floral,Ropa,34248.29,2.0,MercadoLibre,Santiago,Tarjeta débito,68496.58,08/02/2024
4139,2024-06-23,Cinturón cuero,Accesorios,26641.11,3.0,Shopify,Lima,Tarjeta débito,79923.33,23/06/2024
4140,2024-11-05,Short deportivo,Ropa,19883.04,5.0,MercadoLibre,Córdoba,Tarjeta crédito,99415.20000000001,05/11/2024
4141,2024-11-10,Remera básica,Ropa,14175.69,4.0,Shopify,Mar del Plata,Transferencia,56702.76,10/11/2024
4142,2024-10-31,Cinturón cuero,Accesorios,24635.75,5.0,Shopify,Bogotá,Transferencia,123178.75,31/10/2024
4143,2024-07-22,Buzo hoodie,Ropa,52347.38,3.0,Tiendanube,Bogotá,Tarjeta débito,157042.13999999998,22/07/2024
4144,2024-06-16,Cinturón cuero,Accesorios,23614.45,4.0,WooCommerce,Buenos Aires,Transferencia,94457.8,16/06/2024
4145,2024-01-16,Campera impermeable,Ropa,74513.35,5.0,Shopify,Bogotá,Transferencia,372566.75,16/01/2024
4146,2024-11-20,Medias pack x3,Accesorios,7722.59,1.0,MercadoLibre,Lima,Tarjeta débito,7722.59,20/11/2024
4147,2024-05-19,Medias pack x3,Accesorios,7932.41,4.0,MercadoLibre,Rosario,Tarjeta crédito,31729.64,19/05/2024
4148,2024-08-18,Cinturón cuero,Accesorios,25827.01,1.0,WooCommerce,Mendoza,Tarjeta débito,25827.01,18/08/2024
4149,2024-09-08,Short deportivo,Ropa,23187.68,2.0,Shopify,Buenos Aires,Tarjeta débito,46375.36,08/09/2024
4150,2024-04-26,Zapatillas running,Calzado,86265.45,4.0,Tiendanube,Bogotá,Tarjeta crédito,345061.8,26/04/2024
4151,2024-07-01,Remera básica,Ropa,14563.94,1.0,Tiendanube,Lima,Tarjeta crédito,14563.94,01/07/2024
4152,2024-10-10,Buzo hoodie,Ropa,59183.43,3.0,MercadoLibre,Córdoba,Transferencia,177550.29,10/10/2024
4153,2024-07-11,Campera impermeable,Ropa,77288.3,3.0,MercadoLibre,Ciudad de México,Transferencia,231864.90000000002,11/07/2024
4154,2024-08-09,Remera básica,Ropa,13957.81,2.0,Tiendanube,Santiago,Tarjeta crédito,27915.62,09/08/2024
4155,2024-04-05,Remera básica,Ropa,15818.98,4.0,MercadoLibre,Mendoza,Tarjeta crédito,63275.92,05/04/2024
4156,2024-12-14,Cinturón cuero,Accesorios,23530.72,4.0,Tiendanube,Mendoza,Tarjeta crédito,94122.88,14/12/2024
4157,2024-10-26,Campera impermeable,Ropa,67414.85,4.0,Shopify,Ciudad de México,Tarjeta débito,269659.4,26/10/2024
4158,2024-12-04,Campera impermeable,Ropa,65177.63,2.0,MercadoLibre,Santiago,Tarjeta crédito,130355.26,04/12/2024
4159,2024-07-13,Jean slim,Ropa,45917.29,4.0,MercadoLibre,Santiago,Tarjeta crédito,183669.16,13/07/2024
4160,2024-02-13,Cinturón cuero,Accesorios,26723.49,3.0,Tiendanube,Madrid,Transferencia,80170.47,13/02/2024
4161,2024-11-12,Gorra snapback,Accesorios,19006.07,1.0,WooCommerce,Rosario,Tarjeta débito,19006.07,12/11/2024
4162,2024-05-31,Remera básica,Ropa,15120.23,3.0,WooCommerce,Buenos Aires,Tarjeta crédito,45360.69,31/05/2024
4163,2024-05-06,Gorra snapback,Accesorios,19636.78,3.0,Shopify,Bogotá,Efectivo,58910.34,06/05/2024
4164,2024-02-07,Jean slim,Ropa,43447.15,1.0,Shopify,Santiago,Tarjeta crédito,43447.15,07/02/2024
4165,2024-02-12,Medias pack x3,Accesorios,7704.54,3.0,MercadoLibre,Bogotá,Tarjeta crédito,23113.62,12/02/2024
4166,2024-05-17,Zapatillas running,Calzado,80411.77,2.0,MercadoLibre,Bogotá,Tarjeta crédito,160823.54,17/05/2024
4167,2024-03-19,Medias pack x3,Accesorios,7534.09,1.0,Tiendanube,Santiago,Tarjeta crédito,7534.09,19/03/2024
4168,2024-07-13,Buzo hoodie,Ropa,52832.22,3.0,Shopify,Ciudad de México,Tarjeta débito,158496.66,13/07/2024
4169,2024-12-30,Jean slim,Ropa,44318.55,5.0,WooCommerce,Córdoba,Tarjeta crédito,221592.75,30/12/2024
4170,2024-11-20,Vestido floral,Ropa,36260.19,3.0,Tiendanube,Bogotá,Tarjeta débito,108780.57,20/11/2024
4171,2024-03-19,Vestido floral,Ropa,41315.9,2.0,Shopify,Rosario,Tarjeta débito,82631.8,19/03/2024
4172,2024-07-18,Gorra snapback,Accesorios,16982.05,4.0,,Buenos Aires,Tarjeta crédito,67928.2,18/07/2024
4173,2024-06-11,Campera impermeable,Ropa,69916.96,3.0,MercadoLibre,Bogotá,Transferencia,209750.88,11/06/2024
4174,2024-07-03,Buzo hoodie,Ropa,51010.43,4.0,Shopify,Lima,Tarjeta crédito,204041.72,03/07/2024
4175,2024-02-24,Jean slim,Ropa,48589.92,5.0,WooCommerce,Córdoba,Tarjeta crédito,242949.59999999998,24/02/2024
4176,2024-02-16,Buzo hoodie,Ropa,54336.05,3.0,MercadoLibre,Mendoza,Tarjeta crédito,163008.15000000002,16/02/2024
4177,2024-01-03,Gorra snapback,Accesorios,19202.97,1.0,MercadoLibre,Córdoba,Tarjeta crédito,19202.97,03/01/2024
4178,2024-06-06,Short deportivo,Ropa,21450.5,4.0,MercadoLibre,Madrid,Tarjeta crédito,85802.0,06/06/2024
4179,2024-08-15,Vestido floral,Ropa,37574.04,5.0,Tiendanube,Buenos Aires,Tarjeta crédito,187870.2,15/08/2024
4180,2024-07-03,Gorra snapback,Accesorios,18878.19,1.0,WooCommerce,Madrid,Tarjeta crédito,18878.19,03/07/2024
4181,2024-05-18,Vestido floral,Ropa,39823.34,1.0,MercadoLibre,Mar del Plata,Tarjeta crédito,39823.34,18/05/2024
4182,2024-02-22,Short deportivo,Ropa,21473.83,1.0,MercadoLibre,Mendoza,Tarjeta crédito,21473.83,22/02/2024
4183,2024-03-08,Vestido floral,Ropa,37595.77,1.0,Tiendanube,Córdoba,Tarjeta crédito,37595.77,08/03/2024
4184,2024-02-14,Medias pack x3,Accesorios,7838.69,3.0,Shopify,Buenos Aires,Transferencia,23516.07,14/02/2024
4185,2024-04-05,Gorra snapback,Accesorios,16940.28,3.0,MercadoLibre,Mendoza,Tarjeta crédito,50820.84,05/04/2024
4186,2024-08-08,Buzo hoodie,Ropa,53685.55,3.0,Shopify,Lima,Tarjeta crédito,161056.65000000002,08/08/2024
4187,2024-08-17,Vestido floral,Ropa,40390.2,5.0,WooCommerce,Ciudad de México,Tarjeta débito,201951.0,17/08/2024
4188,2024-10-12,Vestido floral,Ropa,34905.67,5.0,Shopify,Bogotá,Tarjeta débito,174528.34999999998,12/10/2024
4189,2024-10-11,Remera básica,Ropa,14025.29,5.0,Tiendanube,Mar del Plata,Transferencia,70126.45000000001,fecha_invalida
4190,2024-09-19,Campera impermeable,Ropa,77951.28,2.0,Shopify,Rosario,Efectivo,155902.56,19/09/2024
4191,2024-07-27,Vestido floral,Ropa,39706.34,5.0,Shopify,Mar del Plata,Tarjeta crédito,198531.69999999998,27/07/2024
4192,2024-02-22,Zapatillas running,Calzado,78568.96,3.0,MercadoLibre,Lima,Efectivo,235706.88,22/02/2024
4193,2024-01-14,Buzo hoodie,Ropa,57822.67,3.0,Tiendanube,Lima,Tarjeta crédito,173468.01,14/01/2024
4194,2024-02-15,Jean slim,Ropa,41583.22,2.0,Tiendanube,Mendoza,Tarjeta crédito,83166.44,15/02/2024
4195,2024-06-30,Vestido floral,Ropa,37917.22,2.0,Shopify,Ciudad de México,Transferencia,75834.44,30/06/2024
4196,2024-10-10,Buzo hoodie,Ropa,56153.33,5.0,Shopify,Mendoza,Transferencia,280766.65,10/10/2024
4197,2024-02-17,Short deportivo,Ropa,23098.6,4.0,MercadoLibre,Mar del Plata,Tarjeta débito,92394.4,17/02/2024
4198,2024-11-01,Zapatillas running,Calzado,81886.95,2.0,MercadoLibre,Buenos Aires,Efectivo,163773.9,01/11/2024
4199,2024-11-02,Vestido floral,Ropa,35651.46,1.0,Shopify,Lima,Tarjeta crédito,35651.46,02/11/2024
4200,2024-06-15,,Accesorios,27425.76,3.0,Shopify,Rosario,Tarjeta crédito,82277.28,15/06/2024
4201,2024-07-16,Vestido floral,Ropa,40278.41,1.0,Shopify,Mar del Plata,Tarjeta débito,40278.41,16/07/2024
4202,2024-01-07,Jean slim,Ropa,43738.73,3.0,MercadoLibre,Buenos Aires,Tarjeta crédito,131216.19,07/01/2024
4203,2024-05-29,Jean slim,Ropa,42797.56,3.0,Shopify,Buenos Aires,Transferencia,128392.68,fecha_invalida
4204,2024-07-30,Cinturón cuero,Accesorios,23059.96,2.0,Tiendanube,Santiago,Transferencia,46119.92,30/07/2024
4205,2024-07-17,Gorra snapback,Accesorios,17845.03,2.0,Shopify,Mendoza,Tarjeta crédito,35690.06,17/07/2024
4206,2024-02-13,Short deportivo,Ropa,19831.92,1.0,Shopify,Ciudad de México,Tarjeta crédito,19831.92,13/02/2024
4207,2024-10-13,Zapatillas running,Calzado,90158.0,3.0,Shopify,Mar del Plata,Transferencia,270474.0,13/10/2024
4208,2024-05-04,Remera básica,Ropa,14700.93,1.0,Shopify,Santiago,Tarjeta crédito,14700.93,04/05/2024
4209,2024-10-19,Remera básica,Ropa,16072.48,4.0,Shopify,Córdoba,Tarjeta débito,64289.92,19/10/2024
4210,2024-09-23,Remera básica,Ropa,14564.04,1.0,MercadoLibre,Bogotá,Tarjeta débito,14564.04,23/09/2024
4211,2024-03-27,Jean slim,Ropa,49011.59,5.0,Shopify,Mendoza,Tarjeta débito,245057.94999999998,27/03/2024
4212,2024-12-16,Vestido floral,Ropa,40557.66,1.0,Tiendanube,Mar del Plata,Transferencia,40557.66,16/12/2024
4213,2024-07-13,Remera básica,Ropa,14802.45,5.0,Shopify,Mendoza,Transferencia,74012.25,13/07/2024
4214,2024-03-27,Buzo hoodie,Ropa,58825.89,5.0,Tiendanube,Mendoza,Transferencia,294129.45,27/03/2024
4215,2024-03-12,Short deportivo,Ropa,21123.06,5.0,MercadoLibre,Córdoba,Transferencia,105615.3,12/03/2024
4216,2024-05-17,Zapatillas running,Calzado,93495.01,4.0,MercadoLibre,Madrid,Efectivo,373980.04,17/05/2024
4217,2024-06-03,Zapatillas running,Calzado,77935.68,1.0,Tiendanube,Madrid,Tarjeta crédito,77935.68,03/06/2024
4218,2024-05-17,Remera básica,Ropa,15430.75,1.0,Shopify,Rosario,Transferencia,15430.75,17/05/2024
4219,2024-09-09,Short deportivo,Ropa,21514.62,-1.0,MercadoLibre,Ciudad de México,Transferencia,86058.48,09/09/2024
4220,2024-03-15,Jean slim,Ropa,44742.25,3.0,Tiendanube,Santiago,Tarjeta crédito,134226.75,15/03/2024
4221,2024-02-02,Buzo hoodie,Ropa,59964.4,2.0,Shopify,Mar del Plata,Efectivo,119928.8,02/02/2024
4222,2024-03-26,Jean slim,Ropa,42972.45,1.0,WooCommerce,Rosario,Efectivo,42972.45,26/03/2024
4223,2024-08-10,Jean slim,Ropa,46326.24,2.0,MercadoLibre,Córdoba,Efectivo,92652.48,10/08/2024
4224,2024-05-21,Campera impermeable,Ropa,69455.1,4.0,Shopify,Madrid,Tarjeta débito,277820.4,21/05/2024
4225,2024-08-03,Remera básica,Ropa,13922.21,3.0,MercadoLibre,Rosario,Transferencia,41766.63,03/08/2024
